,SupCon
719,1.7899444103240967
720,1.794736623764038
721,1.821883201599121
722,1.8074662685394287
723,1.782588005065918
724,1.7777198553085327
725,1.779378890991211
726,1.798590064048767
727,1.7809957265853882
728,1.744015097618103
729,1.8056156635284424
730,1.8184746503829956
731,1.8338159322738647
732,1.812634825706482
733,1.7951602935791016
734,1.8385443687438965
735,1.770822525024414
736,1.8463456630706787
737,1.7845079898834229
738,1.797894835472107
739,1.8136954307556152
740,1.8046770095825195
741,1.7675559520721436
742,1.7778104543685913
743,1.7954912185668945
744,1.7697056531906128
745,1.8052699565887451
746,1.786673903465271
747,1.783829927444458
748,1.7715657949447632
749,1.8048570156097412
750,1.7775330543518066
751,1.802140474319458
752,1.850823163986206
753,1.8145978450775146
754,1.7538117170333862
755,1.7598966360092163
756,1.7947014570236206
757,1.7921490669250488
758,1.7940490245819092
759,1.7835807800292969
760,1.7479190826416016
761,1.7951759099960327
762,1.7339322566986084
763,1.792479395866394
764,1.7665609121322632
765,1.7830102443695068
766,1.7678720951080322
767,1.7783544063568115
768,1.825774908065796
769,1.7882049083709717
770,1.7698945999145508
771,1.7914369106292725
772,1.7162110805511475
773,1.8064532279968262
774,1.7303409576416016
775,1.7293332815170288
776,1.805455207824707
777,1.7635798454284668
778,1.7775123119354248
779,1.8278512954711914
780,1.7733739614486694
781,1.8785241842269897
782,1.7913668155670166
783,1.8388981819152832
784,1.7338030338287354
785,1.7519431114196777
786,1.8502906560897827
787,1.799663782119751
788,1.737353801727295
789,1.7404205799102783
790,1.790285348892212
791,1.8103278875350952
792,1.8168625831604004
793,1.7863233089447021
794,1.7239922285079956
795,1.7981996536254883
796,1.7907871007919312
797,1.7747339010238647
798,1.765763282775879
799,1.7346463203430176
800,1.7215383052825928
801,1.803967833518982
802,1.8214197158813477
803,1.7884347438812256
804,1.716281771659851
805,1.7698973417282104
806,1.7966454029083252
807,1.7372593879699707
808,1.7388547658920288
809,1.7571381330490112
810,1.7758114337921143
811,1.8037980794906616
812,1.8072500228881836
813,1.872565746307373
814,1.7541072368621826
815,1.7776587009429932
816,1.7941513061523438
817,1.7738116979599
818,1.871433973312378
819,1.8416929244995117
820,1.8302191495895386
821,1.8778207302093506
822,1.7839940786361694
823,1.8585898876190186
824,1.7951774597167969
825,1.834376335144043
826,1.8705052137374878
827,1.7372287511825562
828,1.7440733909606934
829,1.7783311605453491
830,1.7712335586547852
831,1.744712233543396
832,1.8017115592956543
833,1.7830919027328491
834,1.7517690658569336
835,1.7868638038635254
836,1.7855215072631836
837,1.7686313390731812
838,1.7813853025436401
839,1.8288792371749878
840,1.7985811233520508
841,1.760107398033142
842,1.7783206701278687
843,1.8688502311706543
844,1.8541860580444336
845,1.7992727756500244
846,1.8149125576019287
847,1.772151231765747
848,1.7343032360076904
849,1.8010743856430054
850,1.7371368408203125
851,1.736551284790039
852,1.8232336044311523
853,1.8259334564208984
854,1.7272541522979736
855,1.7864779233932495
856,1.7881948947906494
857,1.8702234029769897
858,1.8206236362457275
859,1.752926230430603
860,1.8532323837280273
861,1.7828166484832764
862,1.8144407272338867
863,1.7382221221923828
864,1.7957258224487305
865,1.7798895835876465
866,1.7461802959442139
867,1.778040885925293
868,1.7302637100219727
869,1.7820323705673218
870,1.741940975189209
871,1.7368056774139404
872,1.777536153793335
873,1.8041715621948242
874,1.829425573348999
875,1.756304144859314
876,1.8066362142562866
877,1.7451179027557373
878,1.742484450340271
879,1.775009036064148
880,1.789345145225525
881,1.7836415767669678
882,1.8089812994003296
883,1.7120158672332764
884,1.7776973247528076
885,1.7621701955795288
886,1.7353484630584717
887,1.824983835220337
888,1.7629836797714233
889,1.7643210887908936
890,1.8187212944030762
891,1.7602418661117554
892,1.774017333984375
893,1.7382653951644897
894,1.7575182914733887
895,1.7610588073730469
896,1.7454279661178589
897,1.8261102437973022
898,1.724822759628296
899,1.7313145399093628
900,1.7253984212875366
901,1.7436819076538086
902,1.7899293899536133
903,1.743470549583435
904,1.7705644369125366
905,1.7695382833480835
906,1.7665971517562866
907,1.8729785680770874
908,1.7496427297592163
909,1.781859278678894
910,1.7262933254241943
911,1.7993940114974976
912,1.7604955434799194
913,1.7558495998382568
914,1.760589361190796
915,1.8135956525802612
916,1.7431548833847046
917,1.787790060043335
918,1.8210153579711914
919,1.7741687297821045
920,1.8227390050888062
921,1.7843207120895386
922,1.8754918575286865
923,1.757613182067871
924,1.8472293615341187
925,1.8195405006408691
926,1.7842601537704468
927,1.716915488243103
928,1.793487310409546
929,1.7838433980941772
930,1.7666114568710327
931,1.8144474029541016
932,1.7963457107543945
933,1.7986953258514404
934,1.7646815776824951
935,1.767379641532898
936,1.7876226902008057
937,1.7512305974960327
938,1.7434104681015015
939,1.762929916381836
940,1.7868080139160156
941,1.7687716484069824
942,1.7352793216705322
943,1.742598533630371
944,1.8171346187591553
945,1.773719072341919
946,1.748347282409668
947,1.7844913005828857
948,1.8049218654632568
949,1.7492122650146484
950,1.7338464260101318
951,1.7390828132629395
952,1.754378318786621
953,1.8064689636230469
954,1.7551826238632202
955,1.7530720233917236
956,1.7464889287948608
957,1.7292165756225586
958,1.7383817434310913
