,Recon
787,1.0834368467330933
788,1.0285663604736328
789,1.0655938386917114
790,1.038041353225708
791,1.0469454526901245
792,1.0518083572387695
793,0.9932347536087036
794,1.058003306388855
795,1.0513639450073242
796,1.0531387329101562
797,0.993948757648468
798,1.055751085281372
799,0.9710741639137268
800,1.03996741771698
801,0.9899106621742249
802,0.9673975706100464
803,1.0694234371185303
804,0.9766753315925598
805,1.0196137428283691
806,1.0654973983764648
807,1.0151684284210205
808,1.0387722253799438
809,1.066856026649475
810,1.019317865371704
811,1.0121089220046997
812,0.9911501407623291
813,1.0305423736572266
814,1.0283905267715454
815,1.0308104753494263
816,1.0805857181549072
817,1.0215632915496826
818,1.044646978378296
819,1.0029923915863037
820,1.0153443813323975
821,1.0169931650161743
822,1.0086660385131836
823,1.047526478767395
824,1.059422254562378
825,1.025207281112671
826,0.9929085969924927
827,1.0387964248657227
828,1.019497036933899
829,0.983791708946228
830,1.093489170074463
831,1.0239696502685547
832,1.0254145860671997
833,1.0226051807403564
834,0.9876866936683655
835,1.0465595722198486
836,1.0630911588668823
837,1.029579997062683
838,1.0717709064483643
839,1.010048508644104
840,0.9978658556938171
841,1.0817697048187256
842,0.9735372066497803
843,1.0350149869918823
844,0.971429705619812
845,1.0594193935394287
846,1.029611349105835
847,1.0199586153030396
848,1.039380431175232
849,1.036727786064148
850,1.0301463603973389
851,0.9844636917114258
852,1.0192806720733643
853,1.0754400491714478
854,0.9891445636749268
855,0.984993577003479
856,1.0179834365844727
857,1.0123682022094727
858,0.9613362550735474
859,1.0360617637634277
860,0.965397298336029
861,0.9817232489585876
862,0.9889649748802185
863,1.0299324989318848
864,1.0511058568954468
865,0.964495837688446
866,0.9763668775558472
867,1.0329210758209229
868,1.0341482162475586
869,0.9902048707008362
870,1.0399234294891357
871,1.0059155225753784
872,1.0370570421218872
873,0.9264586567878723
874,0.9898298978805542
875,1.0389751195907593
876,0.9874220490455627
877,0.974746584892273
878,0.9526271224021912
879,0.9389272928237915
880,1.0530813932418823
881,1.0113437175750732
882,1.043047547340393
883,1.0306358337402344
884,0.9477141499519348
885,0.9992361664772034
886,1.057148814201355
887,0.9530673027038574
888,1.026455044746399
889,0.9507697820663452
890,1.0014363527297974
891,0.9185501337051392
892,0.9839223623275757
893,1.0160787105560303
894,0.9666284322738647
895,0.9591782093048096
896,0.9872063994407654
897,1.0279484987258911
898,0.9749933481216431
899,0.9930506348609924
900,0.9457688331604004
901,0.8979403376579285
902,0.9663529992103577
903,0.9896621704101562
904,0.9147000312805176
905,1.0122736692428589
906,0.9848276972770691
907,1.0266071557998657
908,1.0615850687026978
909,0.9856908321380615
910,0.955285906791687
911,0.9473161101341248
912,0.978275716304779
913,0.9890419840812683
914,0.9378471970558167
915,1.0507986545562744
916,0.9632320404052734
917,1.0106817483901978
918,0.9646826386451721
919,0.9681938290596008
920,0.937315046787262
921,1.0124478340148926
922,0.9436209797859192
923,1.0307406187057495
924,1.0183528661727905
925,0.9905238747596741
926,0.9506876468658447
927,1.0111000537872314
928,0.9899829626083374
929,1.0174344778060913
930,0.9768020510673523
931,0.8905113935470581
932,1.0477734804153442
933,0.9565362930297852
934,0.9699574112892151
935,0.9367185235023499
936,0.9705857038497925
937,0.9966579079627991
938,0.956956684589386
939,0.9297510385513306
940,1.012497901916504
941,0.9490423202514648
942,0.9029760360717773
943,0.9844253659248352
944,0.9913818836212158
945,0.9210485816001892
946,0.9287527203559875
947,0.9695854187011719
948,0.9611220359802246
949,0.9442946314811707
950,0.9791858196258545
951,0.9305919408798218
952,1.0189138650894165
953,0.9420806169509888
954,1.0032445192337036
955,0.9057543873786926
956,0.9174547791481018
957,0.9475929141044617
958,0.8876011967658997
959,0.9445905685424805
960,0.9528411626815796
961,0.9584383368492126
962,0.9951750636100769
963,0.9634344577789307
964,0.9819051623344421
965,0.9461920261383057
966,0.9412506222724915
967,0.9426971673965454
968,0.9555330276489258
969,0.9770581722259521
970,0.9767419099807739
971,0.9122076034545898
972,0.9842308759689331
973,0.9824130535125732
974,1.0074864625930786
975,0.9694005250930786
976,0.9967586994171143
977,0.9656567573547363
978,0.9484284520149231
979,0.9859316945075989
980,0.9647700190544128
981,0.9208911657333374
982,0.9890943169593811
983,0.8811402320861816
984,0.927930474281311
985,1.0137231349945068
986,1.0424350500106812
987,0.9396775960922241
988,0.9806733131408691
989,0.9425155520439148
990,0.9829127788543701
991,0.9505142569541931
992,0.9522101283073425
993,0.9673269987106323
994,0.9489765167236328
995,0.9931167960166931
996,0.9835299849510193
997,0.8952903747558594
998,0.8987111449241638
999,0.9566274881362915
1000,0.9826942086219788
1001,1.0031527280807495
1002,0.9879727959632874
1003,0.8760336637496948
1004,0.9285208582878113
1005,0.8983404636383057
1006,0.9832562804222107
1007,0.9587069749832153
1008,0.9496265053749084
1009,0.9912450313568115
1010,0.8969392776489258
1011,0.9637275338172913
1012,0.9156227111816406
1013,0.9075186252593994
1014,0.9647945165634155
1015,0.9449643492698669
1016,0.8953849673271179
1017,0.949506938457489
1018,0.9188895225524902
1019,0.9548326730728149
1020,0.9628611207008362
1021,0.9264134764671326
1022,0.930413544178009
1023,0.9480264186859131
1024,0.9979197978973389
1025,0.9371774792671204
1026,0.9854671955108643
1027,0.9727134704589844
1028,0.9292535185813904
1029,0.9680914878845215
1030,0.9518535137176514
1031,0.9722060561180115
1032,0.9436213374137878
