,x,y
23675,-10.224112,11.028261
23676,-10.226736,11.018769
23677,-10.222302,11.041087
23678,-10.223084,11.020415
23679,-10.224118,11.02498
3536,6.5212746,8.731625
17680,6.5188317,8.714857
17681,6.497289,8.723071
17682,6.5243506,8.717128
17683,6.519994,8.707863
17684,6.55152,8.731946
200,12.46138,-2.173262
1000,12.445459,-2.1872149
1001,12.464521,-2.1709795
1002,12.472271,-2.1649356
1003,12.459415,-2.172155
1004,12.466172,-2.1734416
3419,14.887078,-2.3175135
17095,14.88585,-2.303359
17096,14.892214,-2.329796
17097,14.88303,-2.3140361
17098,14.89245,-2.32986
17099,14.892387,-2.3255782
8109,-2.8318663,-2.8029833
40545,-2.8458805,-2.8244889
40546,-2.844962,-2.8282464
40547,-2.8614764,-2.8165793
40548,-2.8577745,-2.8164165
40549,-2.8341029,-2.8214862
1225,-8.373341,6.270393
6125,-8.371845,6.255629
6126,-8.367113,6.279449
6127,-8.373724,6.2710156
6128,-8.374874,6.257335
6129,-8.375784,6.276128
1691,-1.3154482,-4.032616
8455,-1.3374761,-3.9879668
8456,-1.3401008,-3.9952245
8457,-1.3209008,-4.024282
8458,-1.3214369,-4.0222754
8459,-1.3242385,-4.0311522
6978,-1.7594807,3.7853758
34890,-1.7635056,3.7876847
34891,-1.7580658,3.77336
34892,-1.7632873,3.7791467
34893,-1.759697,3.7714288
34894,-1.7587233,3.765037
6898,2.7265246,-13.642898
34490,2.7288487,-13.651092
34491,2.7312925,-13.655662
34492,2.7278955,-13.646845
34493,2.7294765,-13.649781
34494,2.738135,-13.671394
5949,8.717377,-0.30589455
29745,8.707652,-0.31699708
29746,8.728187,-0.27935418
29747,8.710489,-0.31167373
29748,8.714902,-0.31346485
29749,8.707633,-0.31714204
4941,3.7298763,-4.626215
24705,3.728308,-4.6285267
24706,3.7287178,-4.6297007
24707,3.7234623,-4.624448
24708,3.727166,-4.628845
24709,3.726795,-4.6286383
1867,3.1808395,1.0605158
9335,3.1931236,1.0727377
9336,3.1753364,1.0515403
9337,3.173176,1.047709
9338,3.1457691,1.0253804
9339,3.1980946,1.0793458
4394,-7.83508,8.9256315
21970,-7.8249993,8.947238
21971,-7.8296857,8.939479
21972,-7.8220005,8.953047
21973,-7.812642,8.96059
21974,-7.828167,8.940214
689,6.9619317,8.239845
3445,6.9409986,8.247105
3446,6.979296,8.281335
3447,6.965121,8.223108
3448,6.9650855,8.2206335
3449,6.9700093,8.2421875
621,-8.2550535,8.13598
3105,-8.228509,8.174248
3106,-8.2609625,8.135401
3107,-8.239947,8.163086
3108,-8.250995,8.148564
3109,-8.25325,8.143148
4129,14.603416,-6.2538095
20645,14.586694,-6.226962
20646,14.584871,-6.2300344
20647,14.579059,-6.2429223
20648,14.57656,-6.2354593
20649,14.581603,-6.2302165
4266,-3.778698,13.135958
21330,-3.7859395,13.128969
21331,-3.7780983,13.136675
21332,-3.764432,13.150748
21333,-3.7742174,13.1409445
21334,-3.7807064,13.134255
6030,14.815104,4.3396125
30150,14.787093,4.332522
30151,14.838646,4.350489
30152,14.814998,4.3407226
30153,14.817319,4.3364964
30154,14.8200655,4.3385634
7107,13.992455,4.5099587
35535,13.980943,4.5312757
35536,13.972484,4.5631113
35537,14.00306,4.5473056
35538,13.96483,4.5614066
35539,13.979955,4.554676
9638,-5.5499215,9.70076
48190,-5.546742,9.700325
48191,-5.5205784,9.732922
48192,-5.508185,9.747783
48193,-5.57079,9.682276
48194,-5.5536866,9.694232
4563,-0.17725006,-4.3186507
22815,-0.1820434,-4.321623
22816,-0.17639004,-4.318063
22817,-0.2003209,-4.334403
22818,-0.20176607,-4.3346367
22819,-0.18404669,-4.322247
4319,12.413644,16.511066
21595,12.418086,16.504978
21596,12.412908,16.509726
21597,12.41583,16.504992
21598,12.423892,16.498802
21599,12.4175625,16.50292
7314,16.24012,-4.1698365
36570,16.234833,-4.154909
36571,16.24475,-4.142138
36572,16.233812,-4.150819
36573,16.213997,-4.1346507
36574,16.230804,-4.1620264
7637,17.868391,-1.6378632
38185,17.873188,-1.6321423
38186,17.891916,-1.6142087
38187,17.876154,-1.627681
38188,17.873425,-1.6311706
38189,17.870558,-1.6347806
378,-3.2905612,13.730016
1890,-3.288415,13.731169
1891,-3.2834072,13.730908
1892,-3.2856605,13.731975
