,x,y
2316,14.329488,2.9094467
2317,14.342022,2.9340878
2318,14.345252,2.913669
2319,14.335111,2.947335
9858,-5.437587,-5.977669
49290,-5.4336596,-5.9663243
49291,-5.4545264,-5.98428
49292,-5.420341,-5.9508686
49293,-5.4348826,-5.973807
49294,-5.4372406,-5.9721026
4902,-8.330952,0.13330166
24510,-8.311613,0.12275932
24511,-8.304312,0.10339281
24512,-8.298856,0.12257845
24513,-8.309567,0.11356561
24514,-8.314768,0.118085325
7006,-10.643177,3.1217637
35030,-10.647476,3.121066
35031,-10.61647,3.1116958
35032,-10.638834,3.1150963
35033,-10.639172,3.1091456
35034,-10.64132,3.1189926
5663,18.714312,0.107351646
28315,18.713625,0.09678453
28316,18.705288,0.09772357
28317,18.720486,0.10209746
28318,18.73983,0.12850648
28319,18.70405,0.09880584
4079,1.9395775,-12.731917
20395,1.9251268,-12.744147
20396,1.9517527,-12.7218685
20397,1.9231668,-12.745835
20398,1.934832,-12.736163
20399,1.9065948,-12.760789
4290,8.5985155,3.1665738
21450,8.599327,3.1649234
21451,8.6151085,3.1884215
21452,8.609763,3.1865833
21453,8.601799,3.1686127
21454,8.600176,3.1581395
430,3.628954,7.2702575
2150,3.632699,7.2671204
2151,3.627132,7.2729297
